<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
Western,Colombo,Breeze,City life,CEILAO VILLAS COLOMBO,"47/1,JAWATTE ROAD, COLOMBO 5.",7200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,5TH LANE HOUSE,"51/1A, FIFTH LANE COLOMBO 3.",37400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LA VILLA SANCTUARY,"1143/G/6, THE SANCTUARY, FOREST DRIVE, THALAWATHUGODA.",18000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NATURES TREAT BUNGLOW,"494/4, 4TH LANE,RUWANPURA SOUTH, KALAPALALUWAWE ROAD, AGGONA JUNCTION",20300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LIYON LANKA,"188/1, N.J.V COORAY MAWATHA, NAWALA,RAJAGIRIYA",9200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DEEN HAUS,"15/1, BEACH ROAD, MOUNTLAVINIA.",39700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MANGO VILLA,"54, TEMPLERS ROAD, MOUNT LAVINIA",24400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SERENITY LAKE FRONT VILLA,"90/15(90/13A), BILYMORIA MAWATHA, IHALA INDEBEDDA, MORATUWA",20200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,AMALI RESIDANCE,"62/10, OLD KOTTAWA ROAD, DABARE ROAD, MIRIHANA, NUGEGODA",3700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SPLASHBUG RESIDENCIES,"42/2, WATAMAWATHA ROAD, NAWINNA, MAHARAGAMA",29400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,1ST CHOICE,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",15400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,AARA RESIDENCES,"9/4, DE SERAM ROAD, MOUNT LAVINIA",9000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,COLOMBO LOFT,"365/3, R.A DE MEL MAWATHA, COLOMBO 3",4800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LALITH VILLA,"35, SAMUDRADEVI MAWATHA, ETHUL KOTTE",46800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LANKA STAR BUNGALOW,"66/6, RATHNAYKE MAWATHA, PELAWATTE, BATTARAMULLA",15100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ESCONDITE,"17/2, SUDHARMAN MAWATHA, RAJAMAHA VIHARA ROAD, PITA-KOTTE",9900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HALA HOUSE COLOMBO,"NO 7, KOTHALAWALA GARDENS, COLOMBO 4",11400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,FIELD GARDEN,"NO 183/1, STATION MAWATHA, MAHARAGAMA",12000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HERITAGE BUNGALOW (PVT) LTD,"NO 59, MIRISWATTE, PUWAKPITIYA",41000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,COLOMBO VILLA,"16/6, CAMBRIDGE PLACE, COLOMBO 7",26800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ALLSPICE VILLA,"730A, KOTTE ROAD, ETHUL KOTTE",23300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,VILLA CAPERS,"26,CHANDRALEKHA MAWATHA, COLOMBO 08",22100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE VILLA,"NO.49/37, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",27200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SAYORISATHURU VILLA.,NO 285/9 SOMAHIMI MAWATHA KOTHALAWALA KADUWELA.,62800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RAJA HOUSE,"39A, 39A/1, RAJASINGHE ROAD, COLOMBO 06.",4700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HAVELOCK SANCTUARY,"425/15, HAVELOCK ROAD, COLOMBO 06.",18100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RANMIN BELLAIR BUNGALOW,"BELLAIR ESTATE,PUWAKPITIYA",9200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE FERN COVE VILLA,"465/4,LAKE ROAD,AKUREGODA,BATTARAMULLA.",8500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THUSARE TALKING HANDS,"NO 103/12, DHARMAPALA MAWATHA, COLOMBO 07",35200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BLUE WATER VILLA,"318, DAMPE ROAD, PILIYANDALA",6700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BELLA CASA,"9/2, 4TH LANE, RATMALANA",10700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ROBERT RESIDENCE,"NO. 12/7, ROBERT GUNAWARDENA MAWATHA, COLOMBO 06",4100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BONGO STAY,"11, BOYD PLACE, COLOMBO 03",27700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,VILLA RAHA,"33, MCLEOD ROAD, BAMBALAPITIYA, COLOMBO 04",18500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HAGGAI TOURIST BUNGALOW,"NO 20, HALGASWATTE LANE, KIRULAPONE, COLOMBO 06",20200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOME FROM HOME,"NO 42/2,RUPASIRI MAWATHA,MIRIHANA NUGEGODA",8400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,JOYOUS COTTAGE,"NO:62,NEELAMMAHARA ROAD, MAHARAGAMA",22700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CINNAMON GRAND HOTEL,"NO. 77, GALLE ROAD, COLOMBO 03",21800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CINNAMON LAKESIDE COLOMBO,"115, SRI CHITAMPALAM A GARDINER MAWATHA, COLOMBO 02",23400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GALADARI HOTEL,"NO. 64, LOTUS ROAD, COLOMBO 01",18500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,TAJ SAMUDRA HOTEL,"NO. 25, GALLE FACE CENTER ROAD, COLOMBO 03",12500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HILTON-COLOMBO,"LOTUS ROAD,ECHELON SQUARE,COLOMBO 01",26000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HILTON COLOMBO RESIDENCE,"NO. 200, UNION PLACE, COLOMBO 02",35000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RAMADA - COLOMBO,"NO.30, SIR MOHAMED MACAN MARKAR MAWATHA, COLOMBO 03",12900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MOUNT LAVINIA HOTEL,"NO. 100, HOTEL ROAD, MT. LAVINIA",16500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PALM BEACH HOTEL,"NO. 52, DE SERAM ROAD, MOUNT LAVINIA",36300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GLOBAL TOWERS HOTEL,"NO.11, STATION AVENUE, COLOMBO 06.",9600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GRAND ORIENTAL HOTEL,"NO.2, YORK STREET, COLOMBO 01.",15900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL SAPPHIRE,"NO.371,GALLE ROAD,COLOMBO 06.",20300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GALLE FACE HOTEL,"NO.02, GALLE ROAD, COLOMBO 03",51200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RENUKA HOTEL,"NO.328, GALLE ROAD, COLOMBO 03",28100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,COLOMBO CITY HOTEL,"LEVEL 3,NO.33,CANAL ROW,COLOMBO 01.",26700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,INDRA REGENT HOTEL,"NO.383,R.A.D.MEL MAWATHA,COLOMBO 03",25800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BERJAYA MOUNT ROYAL BEACH HOTEL,"NO:36,COLLAGE AVENUE,MOUNT LAVINIA",23000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RANDIYA HOTEL,"389,KORALAWELLA,MORATUWA",13400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,FIELDVIEW HOLYDAY RESORT,"ANNASIWATTE ROAD,OFF MDH,JAWARDANA MW,ATHURUGIRIYA.",7800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,OMEGA REGENCY,"NO. 324, GALLE ROAD, COLOMBO 06",12000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE KINGSBURY,"NO 48, JANADHIPATHI MAWATHA, COLOMBO 01",26800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CINNAMON RED COLOMBO,"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",28800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MIRAGE HOTEL,"NO: 61, MOORS ROAD, MARINE DRIVE, WELLAWATTE, COLOMBO 06",13400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE OCEAN COLOMBO,"NO-40, MELBOURNE AVENUE, COLOMBO 04.",20400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,FAIRVIEW HOTEL,"NO:27, RAMKRISHNA ROAD, WELLAWATTE, COLOMBO 06",18400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BEST WESTERN ELYON COLOMBO,"102A, KIRULAPONE AVENUE, BASELINE ROAD, COLOMBO 05.",25400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PEARL GRAND HOTEL,"09,EDWARD LANE,COLOMBO 03.",12300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,OCEAN EDGE SUITES,"24,10TH LANE,MARINE DRIVE,COLOMBO3",16700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,COLOMBO COURTYARD,"435,R.A DE MEL MAWATHA,COLOMBO 03",27300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL JANAKI,"43, FIFE ROAD, THIMBIRIGASYAYA,COLOMBO 05",23700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SHANGRI- LA HOTEL COLOMBO,"NO-01, CENTRE ROAD, GALLE FACE, COLOMBO 02",11700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SAKURA TOURIST INN,"7/1,OLD STATION ROAD,MOUNT LAVINIA.",12200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,JULIANA HOTEL,"NO.316,GALLE ROAD,COLOMBO 3",19900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LAKE LODGE GUEST HOUSE,"NO.20, ALWIS TERRACE, COLOMBO 03.",14000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DAMPE VILLAGE,"222,DAMPE,MADAPATHA.",17500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,AQUA PEARL LAKE RESORT,"201, GALKANUWA ROAD, GORAKANA MORATUWA",12500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BRIGHTEN REST,"214/2, MESSENGER STREET , COLOMBO 12",7000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GIHANS FAMILY RESTAURANT AND GUEST,"NO 90, S. D. S JAYASINGHE MAWATHA, KOHUWALA",27700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,WAGON WHEEL,"245/1, HILL HOUSE GARDENS,DEHIWALA.",19700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,COLOMBO SWIMMING CLUB,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",4800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NITHILA INN,"228/J, BANDARAGAMA ROAD, KESBEWA",23000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HILL TOP HOLIDAY INN,"NO. 150, KANDALANDA, HIGH LEVEL ROAD, HOMAGAMA",28100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL WESTEERN,"NO. 35, FRANKFURT PLACE, COLOMBO 04",73100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL GREEN VALLEY,"OLD COLOMBO ROAD, HANWELLA",18500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GREENLANDS HOTEL,"3A, SHRUBERY GARDENS, BAMBALAPITIYA, COLOMBO 04",10000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,AMALYA REACH RESORT,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",28100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NIPPON INN,"NO. 466, ARTIGALA ROAD, MEEGODA",29800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,TRANSEND HOLIDAY RESORT,"""THUSITHA"" , SIYAMBALAGODA, POLGASOWITA",23600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SOLIS TOURIST GUEST HOUSE,"NO. 533 1/1, NAWALA ROAD, RAJAGIRIYA",27300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SANOWIN GUEST HOUSE AND RESTAURANT,"NO. 223/1, KANDALANDU, HIGH LEVEL ROAD, HOMAGAMA",81200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RAINBOW BEACH VILLA,"NO. 30/1, DHARMAPALA ROAD, MOUNT LAVINIA",15200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SERENE BRIDGE RESORT,"NO. 182/2, HIGH LEVEL ROAD, WATARAKA, PADUKKA",22500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL WINDSURF,"NO. 15A, DE ZOYSA AVANUE, MOUNT LAVINIYA",18600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,OCEAN VIEW TOUR INN,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",20500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL SANSU,"NO.651/31- B, ELVITIGALA MAWATHA, COLOMBO 05",10900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,KINGDOM REST INN,"NO. 174/3, MEEPE JUNCTION, PADUKKA",39500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BEACH VIEW GUEST HOUSE,"LION PUB,220 GALLE ROAD,MOUNT LAVINIA.",25000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LOON TAO,"43\12 BEACH ROAD,MOUNT LAVINIA.",27800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HANWELLA REST HOUSE,HANWELLA,16800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CHANUKA TOURIST GUEST HOUSE,"NO:29,FRANCES ROAD,WELLAWATTA,COLOMBO 06",8700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SINEL GUEST HOUSE,"NO:172/14,MEEPE WATTE,MEEPE,PADUKKA",39300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CLUB PENTHOUSE ISLAND RESORT,"NO:22/1,TUDUWA JUNCTION,DAMPE ,PILIYANDALA",11000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
